year,kecamatan,jenis_kejahatan,crime_total
2024,KEBAYORAN LAMA,Memasuki Pekarangan Tanpa Ijin,3
2024,KEBAYORAN LAMA,Narkotika ( Narkoba ),11
2024,KEBAYORAN LAMA,Pemalsuan Surat Otentik,4
2024,KEBAYORAN LAMA,Pemerasan,3
2024,KEBAYORAN LAMA,Pemerasan Dan Pengancaman,1
2024,KEBAYORAN LAMA,Penadahan,1
2024,KEBAYORAN LAMA,Pencemaran Nama Baik,2
2024,KEBAYORAN LAMA,Pencurian Biasa,37
2024,KEBAYORAN LAMA,Pencurian Dengan Kekerasan ( Curas ),2
2024,KEBAYORAN LAMA,Pencurian Dengan Pemberatan ( Curat ),6
2024,KEBAYORAN LAMA,Penganiayaan,25
2024,KEBAYORAN LAMA,Penganiayaan Berat ( Anirat ),3
2024,KEBAYORAN LAMA,Pengeroyokan,12
2024,KEBAYORAN LAMA,Penggelapan,35
2024,KEBAYORAN LAMA,Penipuan / Perbuatan Curang,43
2024,KEBAYORAN LAMA,Penyerobotan Tanah,2
2024,KEBAYORAN LAMA,Perampasan ( Premanisme ),4
2024,KEBAYORAN LAMA,Perbankan,1
2024,KEBAYORAN LAMA,Perbuatan Yang Tidak Menyenangkan,2
2024,KEBAYORAN LAMA,Percobaan Pencurian,1
2024,KEBAYORAN LAMA,Perkosaan,1
2024,KEBAYORAN LAMA,Tindak Pidana Dalam Perlindungan Anak,6
2024,KEBAYORAN LAMA,UNCLASSIFIED,233
2024,KEBON JERUK,Cukai,1
2024,KEBON JERUK,Curanmor R-2,2
2024,KEBON JERUK,Judi,1
2024,KEBON JERUK,Kejahatan Pasar Modal,1
2024,KEBON JERUK,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,KEBON JERUK,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),3
2024,KEBON JERUK,Kekerasan Dalam Rumah Tangga,8
2024,KEBON JERUK,Manipulasi data autentik secara elektronik (ITE),8
2024,KEBON JERUK,Memasuki Pekarangan Tanpa Ijin,3
2024,KEBON JERUK,Narkotika ( Narkoba ),19
2024,KEBON JERUK,Pemalsuan Surat Otentik,1
2024,KEBON JERUK,Pemerasan,1
2024,KEBON JERUK,Pencemaran Nama Baik,1
2024,KEBON JERUK,Pencurian Biasa,22
2024,KEBON JERUK,Pencurian Dengan Kekerasan ( Curas ),1
2024,KEBON JERUK,Pencurian Dengan Pemberatan ( Curat ),19
2024,KEBON JERUK,Pengaduan Palsu,1
2024,KEBON JERUK,Pengancaman,3
2024,KEBON JERUK,Penganiayaan,23
2024,KEBON JERUK,Penganiayaan Berat ( Anirat ),2
2024,KEBON JERUK,Pengeroyokan,9
2024,KEBON JERUK,Pengerusakan,2
2024,KEBON JERUK,Penggelapan,40
2024,KEBON JERUK,Penghinaan,1
2024,KEBON JERUK,Penipuan / Perbuatan Curang,22
2024,KEBON JERUK,Penyekapan,1
2024,KEBON JERUK,Perbuatan Yang Tidak Menyenangkan,1
2024,KEBON JERUK,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2024,KEBON JERUK,Perzinahan,1
2024,KEBON JERUK,Tindak Pidana Dalam Perlindungan Anak,2
2024,KEBON JERUK,UNCLASSIFIED,130
2024,KELAPA GADING,Curanmor R-2,1
2024,KELAPA GADING,Kejahatan Tentang Jaminan Fidusia,5
2024,KELAPA GADING,Kejahatan Tentang Tenaga Kerja,1
2024,KELAPA GADING,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,KELAPA GADING,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,KELAPA GADING,Kekerasan Dalam Rumah Tangga,12
2024,KELAPA GADING,Kekerasan Seksual (KDRT),2
2024,KELAPA GADING,Manipulasi data autentik secara elektronik (ITE),16
2024,KELAPA GADING,Memasuki Pekarangan Tanpa Ijin,1
2024,KELAPA GADING,Narkotika ( Narkoba ),3
2024,KELAPA GADING,Pemalsuan Surat Otentik,3
2024,KELAPA GADING,Pembunuhan,1
2024,KELAPA GADING,Pemerasan,1
2024,KELAPA GADING,Pemerasan Dan Pengancaman,4
2024,KELAPA GADING,Pencemaran Nama Baik,1
2024,KELAPA GADING,Penculikan,1
2024,KELAPA GADING,Pencurian Biasa,26
2024,KELAPA GADING,Pencurian Dengan Pemberatan ( Curat ),12
2024,KELAPA GADING,Pencurian dalam lingkungan keluarga,2
2024,KELAPA GADING,Pengaduan Palsu,1
2024,KELAPA GADING,Pengancaman,1
2024,KELAPA GADING,Penganiayaan,12
2024,KELAPA GADING,Penganiayaan Berat ( Anirat ),1
2024,KELAPA GADING,Pengeroyokan,2
2024,KELAPA GADING,Pengerusakan,2
2024,KELAPA GADING,Penggelapan,35
2024,KELAPA GADING,Penipuan / Perbuatan Curang,24
2024,KELAPA GADING,Penyekapan,1
2024,KELAPA GADING,Penyerobotan Tanah,3
2024,KELAPA GADING,Perbuatan Yang Tidak Menyenangkan,1
2024,KELAPA GADING,Perlindungan Konsumen,1
2024,KELAPA GADING,Tindak Pidana Dalam Perlindungan Anak,4
2024,KELAPA GADING,Tindak Pidana Transfer Dana,1
2024,KELAPA GADING,UNCLASSIFIED,122
2024,KEMAYORAN,Curanmor R-2,46
2024,KEMAYORAN,Kejahatan Tentang Jaminan Fidusia,2
2024,KEMAYORAN,Kekerasan Dalam Rumah Tangga,7
2024,KEMAYORAN,Kekerasan Seksual (KDRT),2
2024,KEMAYORAN,Manipulasi data autentik secara elektronik (ITE),23
2024,KEMAYORAN,Memasuki Pekarangan Tanpa Ijin,4
2024,KEMAYORAN,Mengakibatkan Orang Luka,1
2024,KEMAYORAN,Narkotika ( Narkoba ),21
2024,KEMAYORAN,Pemalsuan Surat Otentik,5
2024,KEMAYORAN,Pemerasan,1
2024,KEMAYORAN,Pemerasan Dan Pengancaman,4
2024,KEMAYORAN,Pencemaran Nama Baik,3
2024,KEMAYORAN,Pencurian Biasa,112
2024,KEMAYORAN,Pencurian Dengan Kekerasan ( Curas ),1
2024,KEMAYORAN,Pencurian Dengan Pemberatan ( Curat ),77
2024,KEMAYORAN,Pengaduan Palsu,1
2024,KEMAYORAN,Pengancaman,1
2024,KEMAYORAN,Penganiayaan,26
2024,KEMAYORAN,Penganiayaan Berat ( Anirat ),2
2024,KEMAYORAN,Pengeroyokan,14
2024,KEMAYORAN,Pengerusakan,3
2024,KEMAYORAN,Penggelapan,46
2024,KEMAYORAN,Penghinaan,2
2024,KEMAYORAN,Penipuan / Perbuatan Curang,93
2024,KEMAYORAN,Penyerobotan Tanah,2
2024,KEMAYORAN,Perbuatan Yang Tidak Menyenangkan,2
2024,KEMAYORAN,Percobaan Pencurian,4
2024,KEMAYORAN,Perkosaan,1
2024,KEMAYORAN,Sumpah Palsu Dan Keterangan Palsu,3
2024,KEMAYORAN,Tindak Pidana Dalam Perlindungan Anak,8
2024,KEMAYORAN,Tindak Pidana Transfer Dana,2
2024,KEMAYORAN,UNCLASSIFIED,410
2024,KEMBANGAN,Cabul,1
2024,KEMBANGAN,Judi,2
2024,KEMBANGAN,Kejahatan Tentang Perindustrian,1
2024,KEMBANGAN,Kejahatan Tentang Tenaga Kerja,1
2024,KEMBANGAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2024,KEMBANGAN,Kekerasan Dalam Rumah Tangga,9
2024,KEMBANGAN,Manipulasi data autentik secara elektronik (ITE),13
2024,KEMBANGAN,Memasuki Pekarangan Tanpa Ijin,1
2024,KEMBANGAN,Narkotika ( Narkoba ),6
2024,KEMBANGAN,Pemalsuan Surat Otentik,3
2024,KEMBANGAN,Pemerasan,1
2024,KEMBANGAN,Pencemaran Nama Baik,3
2024,KEMBANGAN,Penculikan,2
2024,KEMBANGAN,Pencurian Biasa,12
2024,KEMBANGAN,Pencurian Dengan Kekerasan ( Curas ),1
2024,KEMBANGAN,Pencurian Dengan Pemberatan ( Curat ),12
2024,KEMBANGAN,Pengancaman,2
2024,KEMBANGAN,Penganiayaan,11
2024,KEMBANGAN,Penganiayaan Berat ( Anirat ),4
2024,KEMBANGAN,Pengeroyokan,4
2024,KEMBANGAN,Pengerusakan,3
2024,KEMBANGAN,Penggelapan,30
2024,KEMBANGAN,Penipuan / Perbuatan Curang,13
2024,KEMBANGAN,Penyerobotan Tanah,1
2024,KEMBANGAN,Perbankan,2
2024,KEMBANGAN,Perbuatan Yang Tidak Menyenangkan,3
2024,KEMBANGAN,Sumpah Palsu Dan Keterangan Palsu,1
2024,KEMBANGAN,Terhadap ketertiban umum,1
2024,KEMBANGAN,Tindak Pidana Dalam Perlindungan Anak,4
2024,KEMBANGAN,UNCLASSIFIED,111
2024,KEPULAUAN SERIBU SELATAN,Kekerasan Seksual (KDRT),1
2024,KEPULAUAN SERIBU SELATAN,Narkotika ( Narkoba ),1
2024,KEPULAUAN SERIBU SELATAN,Pencurian Biasa,1
2024,KEPULAUAN SERIBU SELATAN,Penganiayaan,1
2024,KEPULAUAN SERIBU SELATAN,Penipuan / Perbuatan Curang,1
2024,KEPULAUAN SERIBU SELATAN,UNCLASSIFIED,5
2024,KEPULAUAN SERIBU UTARA,Manipulasi data autentik secara elektronik (ITE),1
2024,KEPULAUAN SERIBU UTARA,Narkotika ( Narkoba ),4
2024,KEPULAUAN SERIBU UTARA,Penggelapan,1
2024,KEPULAUAN SERIBU UTARA,Penipuan / Perbuatan Curang,1
2024,KEPULAUAN SERIBU UTARA,Perkosaan,1
2024,KEPULAUAN SERIBU UTARA,UNCLASSIFIED,4
2024,KOJA,Cabul,2
2024,KOJA,Curanmor R-2,1
2024,KOJA,Judi,5
2024,KOJA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),8
2024,KOJA,Kekerasan Dalam Rumah Tangga,26
2024,KOJA,Kekerasan Seksual (KDRT),1
2024,KOJA,Manipulasi data autentik secara elektronik (ITE),5
2024,KOJA,Narkotika ( Narkoba ),16
2024,KOJA,Pemalsuan Surat Otentik,4
2024,KOJA,Pemerasan,1
2024,KOJA,Pemerasan Dan Pengancaman,1
2024,KOJA,Penadahan,1
2024,KOJA,Pencemaran Nama Baik,1
2024,KOJA,Pencurian Biasa,19
2024,KOJA,Pencurian Dengan Kekerasan ( Curas ),1
2024,KOJA,Pencurian Dengan Pemberatan ( Curat ),19
2024,KOJA,Penganiayaan,13
2024,KOJA,Penganiayaan Berat ( Anirat ),5
2024,KOJA,Pengeroyokan,6
2024,KOJA,Penggelapan,15
2024,KOJA,Penghinaan,1
2024,KOJA,Penipuan / Perbuatan Curang,13
2024,KOJA,Penyerobotan Tanah,1
2024,KOJA,Perbuatan Yang Tidak Menyenangkan,2
2024,KOJA,Percobaan Pencurian,2
2024,KOJA,Perzinahan,1
2024,KOJA,Sumpah Palsu Dan Keterangan Palsu,1
2024,KOJA,Tindak Asusila,1
2024,KOJA,Tindak Pidana Dalam Perlindungan Anak,7
2024,KOJA,UNCLASSIFIED,110
2024,KRAMAT JATI,Cabul,1
2024,KRAMAT JATI,Curanmor R-2,7
2024,KRAMAT JATI,Judi,2
2024,KRAMAT JATI,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2024,KRAMAT JATI,Kekerasan Dalam Rumah Tangga,11
2024,KRAMAT JATI,Manipulasi data autentik secara elektronik (ITE),48
2024,KRAMAT JATI,Memasuki Pekarangan Tanpa Ijin,3
2024,KRAMAT JATI,Mengakibatkan Orang Luka,1
2024,KRAMAT JATI,Narkotika ( Narkoba ),21
2024,KRAMAT JATI,Pemalsuan Surat Otentik,1
2024,KRAMAT JATI,Pembunuhan,1
2024,KRAMAT JATI,Pemerasan,4
2024,KRAMAT JATI,Pemerasan Dan Pengancaman,2
2024,KRAMAT JATI,Pencemaran Nama Baik,2
2024,KRAMAT JATI,Pencurian Biasa,38
2024,KRAMAT JATI,Pencurian Dengan Pemberatan ( Curat ),12
2024,KRAMAT JATI,Pengancaman,1
2024,KRAMAT JATI,Penganiayaan,25
2024,KRAMAT JATI,Penganiayaan Berat ( Anirat ),1
2024,KRAMAT JATI,Pengeroyokan,10
2024,KRAMAT JATI,Penggelapan,10
2024,KRAMAT JATI,Penghinaan,1
2024,KRAMAT JATI,Penipuan / Perbuatan Curang,23
2024,KRAMAT JATI,Penyerobotan Tanah,1
2024,KRAMAT JATI,Perbuatan Yang Tidak Menyenangkan,7
2024,KRAMAT JATI,Percobaan Pencurian,5
2024,KRAMAT JATI,Perzinahan,1
2024,KRAMAT JATI,Tindak Pidana Dalam Perlindungan Anak,5
2024,KRAMAT JATI,UNCLASSIFIED,189
2024,MAKASAR,Curanmor R-2,23
2024,MAKASAR,Judi,1
2024,MAKASAR,Kejahatan Tentang Jaminan Fidusia,1
2024,MAKASAR,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2024,MAKASAR,Kejahatan terkait Pemilihan Umum,1
2024,MAKASAR,Kekerasan Dalam Rumah Tangga,5
2024,MAKASAR,Manipulasi data autentik secara elektronik (ITE),25
2024,MAKASAR,Narkotika ( Narkoba ),10
2024,MAKASAR,Pemalsuan Surat Otentik,1
2024,MAKASAR,Pemerasan,4
2024,MAKASAR,Pemerasan Dan Pengancaman,3
2024,MAKASAR,Pencurian Biasa,20
2024,MAKASAR,Pencurian Dengan Pemberatan ( Curat ),24
2024,MAKASAR,Pengaduan Palsu,1
2024,MAKASAR,Penganiayaan,12
2024,MAKASAR,Penganiayaan Berat ( Anirat ),1
2024,MAKASAR,Pengeroyokan,8
2024,MAKASAR,Pengerusakan,2
2024,MAKASAR,Penggelapan,12
2024,MAKASAR,Penghinaan,1
2024,MAKASAR,Penipuan / Perbuatan Curang,23
2024,MAKASAR,Perampasan ( Premanisme ),1
2024,MAKASAR,Sumpah Palsu Dan Keterangan Palsu,1
2024,MAKASAR,Tindak Pidana Dalam Perlindungan Anak,5
2024,MAKASAR,Tindak Pidana Transfer Dana,1
2024,MAKASAR,UNCLASSIFIED,230
2024,MAMPANG PRAPATAN,Cabul,2
2024,MAMPANG PRAPATAN,Curanmor R-2,5
2024,MAMPANG PRAPATAN,Kejahatan Tentang Jaminan Fidusia,1
2024,MAMPANG PRAPATAN,Kejahatan Tentang Penghapusan Diskriminasi Ras Dan Etnis,1
2024,MAMPANG PRAPATAN,Kejahatan Terkait Pangan,1
2024,MAMPANG PRAPATAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,MAMPANG PRAPATAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2024,MAMPANG PRAPATAN,Kekerasan Dalam Rumah Tangga,9
2024,MAMPANG PRAPATAN,Kekerasan Seksual (KDRT),2
2024,MAMPANG PRAPATAN,Manipulasi data autentik secara elektronik (ITE),29
2024,MAMPANG PRAPATAN,Memasuki Pekarangan Tanpa Ijin,8
2024,MAMPANG PRAPATAN,Mengakibatkan Orang Luka,1
2024,MAMPANG PRAPATAN,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2024,MAMPANG PRAPATAN,Narkotika ( Narkoba ),24
2024,MAMPANG PRAPATAN,Pencemaran Nama Baik,2
2024,MAMPANG PRAPATAN,Pencurian Biasa,59
2024,MAMPANG PRAPATAN,Pencurian Dengan Kekerasan ( Curas ),2
2024,MAMPANG PRAPATAN,Pencurian Dengan Pemberatan ( Curat ),7
2024,MAMPANG PRAPATAN,Pencurian dalam lingkungan keluarga,1
2024,MAMPANG PRAPATAN,Pengancaman,1
2024,MAMPANG PRAPATAN,Penganiayaan,20
2024,MAMPANG PRAPATAN,Penganiayaan Berat ( Anirat ),2
2024,MAMPANG PRAPATAN,Pengeroyokan,25
2024,MAMPANG PRAPATAN,Pengerusakan,2
2024,MAMPANG PRAPATAN,Penggelapan,28
2024,MAMPANG PRAPATAN,Penipuan / Perbuatan Curang,24
2024,MAMPANG PRAPATAN,Perbuatan Yang Tidak Menyenangkan,2
2024,MAMPANG PRAPATAN,Perzinahan,1
2024,MAMPANG PRAPATAN,Psikotropika ( Narkoba ),1
2024,MAMPANG PRAPATAN,Tindak Asusila,1
2024,MAMPANG PRAPATAN,Tindak Pidana Dalam Perlindungan Anak,2
2024,MAMPANG PRAPATAN,Tindak Pidana Transfer Dana,1
2024,MAMPANG PRAPATAN,UNCLASSIFIED,226
2024,MATRAMAN,Curanmor R-2,23
2024,MATRAMAN,Kekerasan Dalam Rumah Tangga,4
2024,MATRAMAN,Manipulasi data autentik secara elektronik (ITE),31
2024,MATRAMAN,Narkotika ( Narkoba ),8
2024,MATRAMAN,Pemalsuan Mata Uang Dan Uang Kertas,1
2024,MATRAMAN,Pemerasan,1
2024,MATRAMAN,Pemerasan Dan Pengancaman,1
2024,MATRAMAN,Pencemaran Nama Baik,1
2024,MATRAMAN,Pencurian Biasa,27
2024,MATRAMAN,Pencurian Dengan Kekerasan ( Curas ),1
2024,MATRAMAN,Pencurian Dengan Pemberatan ( Curat ),51
2024,MATRAMAN,Penganiayaan,15
2024,MATRAMAN,Penganiayaan Berat ( Anirat ),1
2024,MATRAMAN,Pengeroyokan,8
2024,MATRAMAN,Pengerusakan,1
2024,MATRAMAN,Penggelapan,6
2024,MATRAMAN,Penipuan / Perbuatan Curang,26
2024,MATRAMAN,Perbuatan Yang Tidak Menyenangkan,2
2024,MATRAMAN,Percobaan Pencurian,2
2024,MATRAMAN,Perzinahan,1
2024,MATRAMAN,Tindak Pidana Dalam Perlindungan Anak,1
2024,MATRAMAN,UNCLASSIFIED,161
2024,MENTENG,Curanmor R-2,1
2024,MENTENG,Kejahatan Tentang Jaminan Fidusia,1
2024,MENTENG,Kekerasan Dalam Rumah Tangga,3
2024,MENTENG,Kekerasan Seksual (KDRT),1
2024,MENTENG,Manipulasi data autentik secara elektronik (ITE),18
2024,MENTENG,Memasuki Pekarangan Tanpa Ijin,3
2024,MENTENG,Narkotika ( Narkoba ),3
2024,MENTENG,Pemalsuan Surat Otentik,2
2024,MENTENG,Pemerasan Dan Pengancaman,2
2024,MENTENG,Pencemaran Nama Baik,1
2024,MENTENG,Pencurian Biasa,60
2024,MENTENG,Pencurian Dengan Kekerasan ( Curas ),2
2024,MENTENG,Pencurian Dengan Pemberatan ( Curat ),38
2024,MENTENG,Pengancaman,2
2024,MENTENG,Penganiayaan,8
2024,MENTENG,Penganiayaan Berat ( Anirat ),2
2024,MENTENG,Pengeroyokan,7
2024,MENTENG,Pengerusakan,1
2024,MENTENG,Penggelapan,26
2024,MENTENG,Penipuan / Perbuatan Curang,59
2024,MENTENG,Penyekapan,1
2024,MENTENG,Perampasan ( Premanisme ),1
2024,MENTENG,Perbankan,3
2024,MENTENG,Perbuatan Yang Tidak Menyenangkan,1
2024,MENTENG,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2024,MENTENG,Sumpah Palsu Dan Keterangan Palsu,1
2024,MENTENG,Tindak Pidana Dalam Perlindungan Anak,2
2024,MENTENG,UNCLASSIFIED,206
2024,PADEMANGAN,Cabul,1
2024,PADEMANGAN,Curanmor R-2,1
2024,PADEMANGAN,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),2
2024,PADEMANGAN,Kejahatan Terkait Merek,1
2024,PADEMANGAN,Kekerasan Dalam Rumah Tangga,14
2024,PADEMANGAN,Manipulasi data autentik secara elektronik (ITE),2
2024,PADEMANGAN,Narkotika ( Narkoba ),7
2024,PADEMANGAN,Pemalsuan Surat Otentik,1
2024,PADEMANGAN,Pemerasan Dan Pengancaman,1
2024,PADEMANGAN,Pencurian Biasa,16
2024,PADEMANGAN,Pencurian Dengan Kekerasan ( Curas ),2
2024,PADEMANGAN,Pencurian Dengan Pemberatan ( Curat ),19
2024,PADEMANGAN,Penganiayaan,10
2024,PADEMANGAN,Penganiayaan Berat ( Anirat ),1
2024,PADEMANGAN,Pengeroyokan,5
2024,PADEMANGAN,Penggelapan,21
2024,PADEMANGAN,Penipuan / Perbuatan Curang,11
2024,PADEMANGAN,Perbuatan Yang Tidak Menyenangkan,3
2024,PADEMANGAN,Percobaan Pencurian,2
2024,PADEMANGAN,Perzinahan,1
2024,PADEMANGAN,Terhadap ketertiban umum,2
2024,PADEMANGAN,Tindak Pidana Dalam Perlindungan Anak,6
2024,PADEMANGAN,UNCLASSIFIED,75
2024,PALMERAH,Curanmor R-2,2
2024,PALMERAH,Judi,2
2024,PALMERAH,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,PALMERAH,Kekerasan Dalam Rumah Tangga,9
2024,PALMERAH,Kekerasan Seksual (KDRT),2
2024,PALMERAH,Manipulasi data autentik secara elektronik (ITE),12
2024,PALMERAH,Memasuki Pekarangan Tanpa Ijin,1
2024,PALMERAH,Narkotika ( Narkoba ),16
2024,PALMERAH,Pemalsuan Surat Otentik,3
2024,PALMERAH,Pemerasan,1
2024,PALMERAH,Pemerasan Dan Pengancaman,1
2024,PALMERAH,Pencemaran Nama Baik,1
2024,PALMERAH,Pencurian Biasa,16
2024,PALMERAH,Pencurian Dengan Kekerasan ( Curas ),2
2024,PALMERAH,Pencurian Dengan Pemberatan ( Curat ),5
2024,PALMERAH,Penganiayaan,3
2024,PALMERAH,Pengeroyokan,3
2024,PALMERAH,Penggelapan,26
2024,PALMERAH,Penipuan / Perbuatan Curang,8
2024,PALMERAH,Penyekapan,1
2024,PALMERAH,Sumpah Palsu Dan Keterangan Palsu,2
2024,PALMERAH,Tindak Pidana Dalam Perlindungan Anak,3
2024,PALMERAH,UNCLASSIFIED,108
2024,PANCORAN,Curanmor R-2,3
2024,PANCORAN,Kejahatan Tentang Jaminan Fidusia,1
2024,PANCORAN,Kejahatan Terkait Merek,1
2024,PANCORAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,PANCORAN,Kejahatan tentang perlindungan pekerja migran indonesia,1
2024,PANCORAN,Kekerasan Dalam Rumah Tangga,7
2024,PANCORAN,Kekerasan Seksual (KDRT),2
2024,PANCORAN,Manipulasi data autentik secara elektronik (ITE),24
2024,PANCORAN,Mengakibatkan Orang Luka,1
2024,PANCORAN,Narkotika ( Narkoba ),16
2024,PANCORAN,Pemalsuan Surat Otentik,1
2024,PANCORAN,Pemerasan,2
2024,PANCORAN,Pencemaran Nama Baik,3
2024,PANCORAN,Pencurian Biasa,34
2024,PANCORAN,Pencurian Dengan Pemberatan ( Curat ),14
2024,PANCORAN,Pengancaman,1
2024,PANCORAN,Penganiayaan,12
2024,PANCORAN,Penganiayaan Berat ( Anirat ),1
2024,PANCORAN,Pengeroyokan,4
2024,PANCORAN,Penggelapan,25
2024,PANCORAN,Penipuan / Perbuatan Curang,48
2024,PANCORAN,Penistaan Agama,1
2024,PANCORAN,Perbuatan Yang Tidak Menyenangkan,3
2024,PANCORAN,Percobaan Pencurian,1
2024,PANCORAN,Terhadap ketertiban umum,1
2024,PANCORAN,Tindak Pidana Dalam Perlindungan Anak,1
2024,PANCORAN,UNCLASSIFIED,242
2024,PASAR MINGGU,Curanmor R-2,1
2024,PASAR MINGGU,Kejahatan Tentang Jaminan Fidusia,2
2024,PASAR MINGGU,Kejahatan Tentang Tenaga Kerja,1
2024,PASAR MINGGU,Kejahatan Terkait Perlindungan Data Pribadi,3
2024,PASAR MINGGU,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,PASAR MINGGU,Kekerasan Dalam Rumah Tangga,16
2024,PASAR MINGGU,Kekerasan Seksual (KDRT),1
2024,PASAR MINGGU,Korupsi ( Tipikor ),1
2024,PASAR MINGGU,Manipulasi data autentik secara elektronik (ITE),32
2024,PASAR MINGGU,Memasuki Pekarangan Tanpa Ijin,2
2024,PASAR MINGGU,Narkotika ( Narkoba ),22
2024,PASAR MINGGU,Pemalsuan Surat Otentik,9
2024,PASAR MINGGU,Pencemaran Nama Baik,2
2024,PASAR MINGGU,Pencurian Biasa,19
2024,PASAR MINGGU,Pencurian Dengan Pemberatan ( Curat ),8
2024,PASAR MINGGU,Pencurian dalam lingkungan keluarga,2
2024,PASAR MINGGU,Pengaduan Palsu,2
2024,PASAR MINGGU,Pengancaman,1
2024,PASAR MINGGU,Penganiayaan,22
2024,PASAR MINGGU,Penganiayaan Berat ( Anirat ),4
2024,PASAR MINGGU,Pengeroyokan,7
2024,PASAR MINGGU,Pengerusakan,1
2024,PASAR MINGGU,Penggelapan,19
2024,PASAR MINGGU,Penipuan / Perbuatan Curang,31
2024,PASAR MINGGU,Penyerobotan Tanah,1
2024,PASAR MINGGU,Perampasan ( Premanisme ),2
2024,PASAR MINGGU,Perbankan,1
2024,PASAR MINGGU,Perbuatan Yang Tidak Menyenangkan,7
2024,PASAR MINGGU,Percobaan Pencurian,4
2024,PASAR MINGGU,Perzinahan,1
2024,PASAR MINGGU,Sumpah Palsu Dan Keterangan Palsu,6
2024,PASAR MINGGU,Terhadap ketertiban umum,1
2024,PASAR MINGGU,Tindak Pidana Dalam Perlindungan Anak,4
2024,PASAR MINGGU,UNCLASSIFIED,248
2024,PASAR REBO,Curanmor R-2,20
2024,PASAR REBO,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,PASAR REBO,Kekerasan Dalam Rumah Tangga,5
2024,PASAR REBO,"Konflik Suku, Agama, Ras, dan Antar Golongan (SARA)",1
2024,PASAR REBO,Manipulasi data autentik secara elektronik (ITE),26
2024,PASAR REBO,Narkotika ( Narkoba ),8
2024,PASAR REBO,Pemerasan,1
2024,PASAR REBO,Pencemaran Nama Baik,1
2024,PASAR REBO,Pencurian Biasa,28
2024,PASAR REBO,Pencurian Dengan Pemberatan ( Curat ),24
2024,PASAR REBO,Pengancaman,1
2024,PASAR REBO,Penganiayaan,15
2024,PASAR REBO,Penganiayaan Berat ( Anirat ),1
2024,PASAR REBO,Pengeroyokan,6
2024,PASAR REBO,Penggelapan,12
2024,PASAR REBO,Penipuan / Perbuatan Curang,25
2024,PASAR REBO,Perbuatan Yang Tidak Menyenangkan,1
2024,PASAR REBO,Percobaan Pencurian,1
2024,PASAR REBO,Tindak Pidana Dalam Perlindungan Anak,2
2024,PASAR REBO,UNCLASSIFIED,175
2024,PENJARINGAN,Cabul,1
2024,PENJARINGAN,Cukai,2
2024,PENJARINGAN,Curanmor R-2,9
2024,PENJARINGAN,Hak Atas Kekayaan Intelektual ( HAKI ),2
2024,PENJARINGAN,Judi,4
2024,PENJARINGAN,Kejahatan Tentang Jaminan Fidusia,1
2024,PENJARINGAN,Kejahatan Tentang Pornografi,1
2024,PENJARINGAN,Kejahatan Terkait Merek,1
2024,PENJARINGAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,PENJARINGAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,PENJARINGAN,Kekerasan Dalam Rumah Tangga,13
2024,PENJARINGAN,Manipulasi data autentik secara elektronik (ITE),23
2024,PENJARINGAN,Memasuki Pekarangan Tanpa Ijin,2
2024,PENJARINGAN,Membahayakan Keamanan Umum Bagi  Orang / Barang,2
2024,PENJARINGAN,Mengakibatkan Orang Mati,1
2024,PENJARINGAN,Narkotika ( Narkoba ),17
2024,PENJARINGAN,Pemalsuan Surat Otentik,4
2024,PENJARINGAN,Pemerasan Dan Pengancaman,2
2024,PENJARINGAN,Pencemaran Nama Baik,2
2024,PENJARINGAN,Pencurian Biasa,17
2024,PENJARINGAN,Pencurian Dengan Kekerasan ( Curas ),2
2024,PENJARINGAN,Pencurian Dengan Pemberatan ( Curat ),10
2024,PENJARINGAN,Penganiayaan,16
2024,PENJARINGAN,Penganiayaan Berat ( Anirat ),3
2024,PENJARINGAN,Pengeroyokan,15
2024,PENJARINGAN,Pengerusakan,4
2024,PENJARINGAN,Penggelapan,59
2024,PENJARINGAN,Penghinaan,1
2024,PENJARINGAN,Penipuan / Perbuatan Curang,34
